"source","target","const_culture","const_id"
105199,107259,"romanian","romanian-Csa"
107259,109492,"romanian","romanian-Csa"
109492,110991,"romanian","romanian-Csa"
106032,108587,"romanian","romanian-Csa"
91262,91971,"romanian","romanian-Cio"
91971,92791,"romanian","romanian-Cio"
92791,93194,"romanian","romanian-Cio"
93194,92420,"romanian","romanian-Cio"
92420,91971,"romanian","romanian-Cio"
76127,75695,"romanian","romanian-Hra"
75695,76267,"romanian","romanian-Hra"
76267,76952,"romanian","romanian-Hra"
76952,77512,"romanian","romanian-Hra"
77512,78159,"romanian","romanian-Hra"
78159,78493,"romanian","romanian-Hra"
78493,76127,"romanian","romanian-Hra"
9640,5447,"romanian","romanian-Jgb"
5447,3092,"romanian","romanian-Jgb"
3092,677,"romanian","romanian-Jgb"
677,113881,"romanian","romanian-Jgb"
113881,113963,"romanian","romanian-Jgb"
677,1067,"romanian","romanian-Jgb"
8886,6686,"romanian","romanian-Tdz"
6686,4427,"romanian","romanian-Tdz"
4427,2599,"romanian","romanian-Tdz"
2599,746,"romanian","romanian-Tdz"
6686,5542,"romanian","romanian-Tdz"
4427,3179,"romanian","romanian-Tdz"
97278,97649,"romanian","romanian-Fap"
97649,98036,"romanian","romanian-Fap"
17847,17702,"romanian","romanian-Ccp"
17702,17573,"romanian","romanian-Ccp"
17573,17499,"romanian","romanian-Ccp"
17499,17608,"romanian","romanian-Ccp"
17608,17847,"romanian","romanian-Ccp"
11767,85822,"romanian","romanian-UMi"
85822,82080,"romanian","romanian-UMi"
82080,77055,"romanian","romanian-UMi"
77055,79822,"romanian","romanian-UMi"
79822,75097,"romanian","romanian-UMi"
75097,72607,"romanian","romanian-UMi"
72607,77055,"romanian","romanian-UMi"
37826,35550,"romanian","romanian-Gem"
35550,34088,"romanian","romanian-Gem"
34088,31681,"romanian","romanian-Gem"
31681,30343,"romanian","romanian-Gem"
30343,32246,"romanian","romanian-Gem"
32246,36850,"romanian","romanian-Gem"
36850,37826,"romanian","romanian-Gem"
107310,104732,"romanian","romanian-Pma"
104732,102488,"romanian","romanian-Pma"
102488,100453,"romanian","romanian-Pma"
100453,97165,"romanian","romanian-Pma"
97165,95853,"romanian","romanian-Pma"
102098,100453,"romanian","romanian-Pma"
100453,98110,"romanian","romanian-Pma"
98110,95947,"romanian","romanian-Pma"
101421,101769,"romanian","romanian-Pmi"
101769,102532,"romanian","romanian-Pmi"
102281,101958,"romanian","romanian-Pmi"
107556,107188,"romanian","romanian-Cap"
107188,106723,"romanian","romanian-Cap"
106723,105881,"romanian","romanian-Cap"
105881,102978,"romanian","romanian-Cap"
102978,102485,"romanian","romanian-Cap"
102485,100345,"romanian","romanian-Cap"
100345,104139,"romanian","romanian-Cap"
104139,105515,"romanian","romanian-Cap"
105515,106985,"romanian","romanian-Cap"
106985,107556,"romanian","romanian-Cap"
44066,42911,"romanian","romanian-Rac"
42911,42806,"romanian","romanian-Rac"
42806,43103,"romanian","romanian-Rac"
40526,42911,"romanian","romanian-Rac"
49669,54879,"romanian","romanian-Cal"
54879,57632,"romanian","romanian-Cal"
57632,54872,"romanian","romanian-Cal"
54872,50583,"romanian","romanian-Cal"
50583,49583,"romanian","romanian-Cal"
49583,49669,"romanian","romanian-Cal"
50583,50335,"romanian","romanian-Cal"
50335,48455,"romanian","romanian-Cal"
48455,47908,"romanian","romanian-Cal"
87585,87833,"romanian","romanian-Dra"
87833,85670,"romanian","romanian-Dra"
85670,85829,"romanian","romanian-Dra"
85829,87585,"romanian","romanian-Dra"
87585,94376,"romanian","romanian-Dra"
94376,97433,"romanian","romanian-Dra"
97433,94648,"romanian","romanian-Dra"
94648,89937,"romanian","romanian-Dra"
89937,83895,"romanian","romanian-Dra"
83895,80331,"romanian","romanian-Dra"
80331,78527,"romanian","romanian-Dra"
78527,75458,"romanian","romanian-Dra"
75458,68756,"romanian","romanian-Dra"
68756,61281,"romanian","romanian-Dra"
61281,56211,"romanian","romanian-Dra"
60965,59803,"romanian","romanian-Crb"
59803,59316,"romanian","romanian-Crb"
59316,59199,"romanian","romanian-Crb"
59199,61359,"romanian","romanian-Crb"
61359,60965,"romanian","romanian-Crb"
73714,76333,"romanian","romanian-Cat"
76333,74785,"romanian","romanian-Cat"
74785,72622,"romanian","romanian-Cat"
72622,73714,"romanian","romanian-Cat"
65474,61941,"romanian","romanian-Vir"
61941,60129,"romanian","romanian-Vir"
60129,57757,"romanian","romanian-Vir"
57757,57380,"romanian","romanian-Vir"
57380,58590,"romanian","romanian-Vir"
58590,58948,"romanian","romanian-Vir"
61941,63090,"romanian","romanian-Vir"
63090,66249,"romanian","romanian-Vir"
66249,65474,"romanian","romanian-Vir"
73497,72631,"romanian","romanian-Vir"
72631,72220,"romanian","romanian-Vir"
72220,73350,"romanian","romanian-Vir"
73350,71832,"romanian","romanian-Vir"
71832,68520,"romanian","romanian-Vir"
68520,66249,"romanian","romanian-Vir"
63090,63608,"romanian","romanian-Vir"
113889,114971,"romanian","romanian-Psc"
114971,115738,"romanian","romanian-Psc"
115738,116928,"romanian","romanian-Psc"
116928,118268,"romanian","romanian-Psc"
118268,4906,"romanian","romanian-Psc"
4906,5737,"romanian","romanian-Psc"
5737,7007,"romanian","romanian-Psc"
7007,7884,"romanian","romanian-Psc"
7884,8404,"romanian","romanian-Psc"
8404,8833,"romanian","romanian-Psc"
8833,9487,"romanian","romanian-Psc"
9487,8198,"romanian","romanian-Psc"
8198,7097,"romanian","romanian-Psc"
7097,5742,"romanian","romanian-Psc"
113889,115830,"romanian","romanian-Psc"
115830,116771,"romanian","romanian-Psc"
116771,118268,"romanian","romanian-Psc"
5742,5914,"romanian","romanian-Psc"
5914,6315,"romanian","romanian-Psc"
6315,5586,"romanian","romanian-Psc"
5586,4893,"romanian","romanian-Psc"
4893,5742,"romanian","romanian-Psc"
8832,8903,"romanian","romanian-Ber"
8903,9884,"romanian","romanian-Ber"
9884,13209,"romanian","romanian-Ber"
13209,13914,"romanian","romanian-Ber"
13914,14838,"romanian","romanian-Ber"
13914,15110,"romanian","romanian-Ber"
32349,30324,"romanian","romanian-Cma"
30324,30122,"romanian","romanian-Cma"
30122,33579,"romanian","romanian-Cma"
33579,33856,"romanian","romanian-Cma"
33856,35904,"romanian","romanian-Cma"
33579,32349,"romanian","romanian-Cma"
37279,36188,"romanian","romanian-Ctl"
67459,67927,"romanian","romanian-Vca"
67927,71795,"romanian","romanian-Vca"
71795,72125,"romanian","romanian-Vca"
72125,72105,"romanian","romanian-Vca"
72105,74666,"romanian","romanian-Vca"
74666,73555,"romanian","romanian-Vca"
73555,71075,"romanian","romanian-Vca"
71075,71053,"romanian","romanian-Vca"
71053,72105,"romanian","romanian-Vca"
72105,67927,"romanian","romanian-Vca"
67927,67275,"romanian","romanian-Vca"
74666,75411,"romanian","romanian-Vca"
75411,76041,"romanian","romanian-Vca"
71075,69732,"romanian","romanian-Vca"
69732,69483,"romanian","romanian-Vca"
70497,69732,"romanian","romanian-Vca"
25859,27766,"romanian","romanian-Prb"
27766,28199,"romanian","romanian-Prb"
28199,29807,"romanian","romanian-Prb"
26634,28199,"romanian","romanian-Prb"
102624,102618,"romanian","romanian-Var"
102618,103045,"romanian","romanian-Var"
103045,106278,"romanian","romanian-Var"
106278,109074,"romanian","romanian-Var"
109074,110395,"romanian","romanian-Var"
110395,110960,"romanian","romanian-Var"
110960,110672,"romanian","romanian-Var"
111497,110960,"romanian","romanian-Var"
110395,112961,"romanian","romanian-Var"
112961,114939,"romanian","romanian-Var"
114939,115033,"romanian","romanian-Var"
115033,117756,"romanian","romanian-Var"
117756,117722,"romanian","romanian-Var"
117722,115438,"romanian","romanian-Var"
115438,113136,"romanian","romanian-Var"
113136,112716,"romanian","romanian-Var"
112716,109139,"romanian","romanian-Var"
109139,106278,"romanian","romanian-Var"
110395,110273,"romanian","romanian-Var"
110273,109139,"romanian","romanian-Var"
117629,117218,"romanian","romanian-Var"
117218,116901,"romanian","romanian-Var"
10324,11484,"romanian","romanian-Chi"
11484,12828,"romanian","romanian-Chi"
12828,13954,"romanian","romanian-Chi"
13954,14135,"romanian","romanian-Chi"
14135,12706,"romanian","romanian-Chi"
12706,12093,"romanian","romanian-Chi"
12093,11484,"romanian","romanian-Chi"
12706,12387,"romanian","romanian-Chi"
12387,10642,"romanian","romanian-Chi"
10642,8645,"romanian","romanian-Chi"
8645,11345,"romanian","romanian-Chi"
11345,12390,"romanian","romanian-Chi"
12390,12770,"romanian","romanian-Chi"
12770,11783,"romanian","romanian-Chi"
11783,11345,"romanian","romanian-Chi"
8645,6537,"romanian","romanian-Chi"
6537,5364,"romanian","romanian-Chi"
5364,8102,"romanian","romanian-Chi"
8102,8645,"romanian","romanian-Chi"
8778,8102,"romanian","romanian-Chi"
5364,3419,"romanian","romanian-Chi"
3419,1562,"romanian","romanian-Chi"
25336,25930,"romanian","romanian-Rar"
25930,26311,"romanian","romanian-Rar"
26311,26727,"romanian","romanian-Rar"
26727,27366,"romanian","romanian-Rar"
27366,24436,"romanian","romanian-Rar"
24436,25930,"romanian","romanian-Rar"
26237,26235,"romanian","romanian-Sec"
26235,26199,"romanian","romanian-Sec"
26199,25923,"romanian","romanian-Sec"
25923,25247,"romanian","romanian-Sec"
25247,24674,"romanian","romanian-Sec"
26727,26311,"romanian","romanian-Sfm"
26311,25930,"romanian","romanian-Sfm"
24436,26311,"romanian","romanian-Sfm"
21421,20894,"romanian","romanian-Tau"
20894,20205,"romanian","romanian-Tau"
20205,20455,"romanian","romanian-Tau"
20455,20889,"romanian","romanian-Tau"
20889,21251,"romanian","romanian-Tau"
21251,21421,"romanian","romanian-Tau"
79992,81126,"romanian","romanian-Omu"
81126,81833,"romanian","romanian-Omu"
81833,84380,"romanian","romanian-Omu"
84380,84606,"romanian","romanian-Omu"
84606,85112,"romanian","romanian-Omu"
85112,87808,"romanian","romanian-Omu"
87808,86414,"romanian","romanian-Omu"
81833,81693,"romanian","romanian-Omu"
81693,83207,"romanian","romanian-Omu"
83207,84380,"romanian","romanian-Omu"
81693,80816,"romanian","romanian-Omu"
80816,80170,"romanian","romanian-Omu"
83207,85693,"romanian","romanian-Omu"
85693,86974,"romanian","romanian-Omu"
86974,87933,"romanian","romanian-Omu"
87933,88794,"romanian","romanian-Omu"
88794,88817,"romanian","romanian-Omu"
88817,88528,"romanian","romanian-Omu"
78554,77661,"romanian","romanian-Sar"
77661,76852,"romanian","romanian-Sar"
76852,77450,"romanian","romanian-Sar"
77450,78072,"romanian","romanian-Sar"
78072,77233,"romanian","romanian-Sar"
77233,77450,"romanian","romanian-Sar"
77450,77661,"romanian","romanian-Sar"
77233,76276,"romanian","romanian-Sar"
76276,77070,"romanian","romanian-Sar"
77070,77622,"romanian","romanian-Sar"
77622,79593,"romanian","romanian-Sar"
79593,79882,"romanian","romanian-Sar"
79882,81377,"romanian","romanian-Sar"
81377,84012,"romanian","romanian-Sar"
84012,85755,"romanian","romanian-Sar"
85755,86263,"romanian","romanian-Sar"
86263,88048,"romanian","romanian-Sar"
88048,89962,"romanian","romanian-Sar"
89962,92946,"romanian","romanian-Sar"
92946,88771,"romanian","romanian-Sar"
88771,86032,"romanian","romanian-Sar"
86032,83000,"romanian","romanian-Sar"
83000,80883,"romanian","romanian-Sar"
80883,79593,"romanian","romanian-Sar"
86032,86742,"romanian","romanian-Sar"
86742,85355,"romanian","romanian-Sar"
86742,87108,"romanian","romanian-Sar"
87108,88192,"romanian","romanian-Sar"
88192,88290,"romanian","romanian-Sar"
88290,88601,"romanian","romanian-Sar"
88149,88192,"romanian","romanian-Sar"
74857,76470,"romanian","romanian-Sco"
76470,76600,"romanian","romanian-Sco"
76600,78104,"romanian","romanian-Sco"
78104,78265,"romanian","romanian-Sco"
78265,78401,"romanian","romanian-Sco"
78401,78820,"romanian","romanian-Sco"
78401,80763,"romanian","romanian-Sco"
80763,81266,"romanian","romanian-Sco"
81266,82396,"romanian","romanian-Sco"
82396,82514,"romanian","romanian-Sco"
18246,18614,"romanian","romanian-Bar"
18614,18532,"romanian","romanian-Bar"
18532,17448,"romanian","romanian-Bar"
17448,18246,"romanian","romanian-Bar"
18532,15863,"romanian","romanian-Bar"
15863,14328,"romanian","romanian-Bar"
14328,13268,"romanian","romanian-Bar"
13268,13531,"romanian","romanian-Bar"
13531,12777,"romanian","romanian-Bar"
12777,14632,"romanian","romanian-Bar"
14632,15863,"romanian","romanian-Bar"
15863,14668,"romanian","romanian-Bar"
14668,14576,"romanian","romanian-Bar"
14576,14354,"romanian","romanian-Bar"
13254,14576,"romanian","romanian-Bar"
92041,90185,"romanian","romanian-Arc"
90185,89931,"romanian","romanian-Arc"
89931,90496,"romanian","romanian-Arc"
90496,92041,"romanian","romanian-Arc"
92041,92855,"romanian","romanian-Arc"
90496,92111,"romanian","romanian-Arc"
92111,93085,"romanian","romanian-Arc"
93085,93683,"romanian","romanian-Arc"
93683,94141,"romanian","romanian-Arc"
94141,94820,"romanian","romanian-Arc"
94820,95168,"romanian","romanian-Arc"
26727,26311,"romanian","romanian-Trf"
26311,25930,"romanian","romanian-Trf"
21421,20894,"romanian","romanian-Vri"
20894,20205,"romanian","romanian-Vri"
20205,20455,"romanian","romanian-Vri"
20455,20889,"romanian","romanian-Vri"
20889,21251,"romanian","romanian-Vri"
21251,21421,"romanian","romanian-Vri"
8886,6686,"sami","sami-001"
6686,4427,"sami","sami-001"
4427,3179,"sami","sami-001"
3179,746,"sami","sami-001"
6686,14328,"sami","sami-001"
14328,15863,"sami","sami-001"
15863,14576,"sami","sami-001"
15863,17358,"sami","sami-001"
17358,18532,"sami","sami-001"
18532,18246,"sami","sami-001"
17358,24608,"sami","sami-001"
24608,25428,"sami","sami-001"
24608,23767,"sami","sami-001"
23767,23015,"sami","sami-001"
67301,65378,"sami","sami-002"
65378,62956,"sami","sami-002"
62956,59774,"sami","sami-002"
59774,53910,"sami","sami-002"
54061,58001,"sami","sami-002"
26727,26311,"sami","sami-003"
26311,25930,"sami","sami-003"
11767,11767,"sami","sami-004"
69673,69673,"sami","sami-005"
91262,91262,"sami","sami-006"
97649,97649,"sami","sami-007"
17702,17702,"sami","sami-008"
37279,37279,"sami","sami-009"
36850,36850,"sami","sami-010"
37826,37826,"sami","sami-010"
20889,20648,"sardinian","sardinian-001"
20648,20455,"sardinian","sardinian-001"
20455,20205,"sardinian","sardinian-001"
20205,20885,"sardinian","sardinian-001"
20885,21421,"sardinian","sardinian-001"
21421,20889,"sardinian","sardinian-001"
17851,17847,"sardinian","sardinian-002"
17847,17702,"sardinian","sardinian-002"
17702,17573,"sardinian","sardinian-002"
17573,17531,"sardinian","sardinian-002"
17531,17499,"sardinian","sardinian-002"
17499,17608,"sardinian","sardinian-002"
17608,17702,"sardinian","sardinian-002"
67301,65378,"sardinian","sardinian-003"
65378,62956,"sardinian","sardinian-003"
62956,59774,"sardinian","sardinian-003"
59774,58001,"sardinian","sardinian-003"
58001,53910,"sardinian","sardinian-003"
53910,54061,"sardinian","sardinian-003"
54061,59774,"sardinian","sardinian-003"
27989,26207,"sardinian","sardinian-004"
26207,25336,"sardinian","sardinian-004"
25336,25930,"sardinian","sardinian-004"
25930,24436,"sardinian","sardinian-004"
24436,27366,"sardinian","sardinian-004"
27366,26727,"sardinian","sardinian-004"
26727,27989,"sardinian","sardinian-004"
25428,28380,"sardinian","sardinian-005"
28380,28360,"sardinian","sardinian-005"
28360,24608,"sardinian","sardinian-005"
24608,23453,"sardinian","sardinian-005"
23453,23015,"sardinian","sardinian-005"
23015,25428,"sardinian","sardinian-005"
76127,75695,"sardinian","sardinian-006"
75695,76267,"sardinian","sardinian-006"
76267,76952,"sardinian","sardinian-006"
76952,77512,"sardinian","sardinian-006"
77512,78159,"sardinian","sardinian-006"
78159,78493,"sardinian","sardinian-006"
49669,49583,"sardinian","sardinian-007"
49583,50583,"sardinian","sardinian-007"
50583,50335,"sardinian","sardinian-007"
50335,48455,"sardinian","sardinian-007"
48455,47908,"sardinian","sardinian-007"
17448,18246,"sardinian","sardinian-008"
18246,18614,"sardinian","sardinian-008"
18614,18532,"sardinian","sardinian-008"
18532,17358,"sardinian","sardinian-008"
17358,15863,"sardinian","sardinian-008"
15863,14328,"sardinian","sardinian-008"
14328,13268,"sardinian","sardinian-008"
15863,14576,"sardinian","sardinian-008"
14576,14354,"sardinian","sardinian-008"
14354,13254,"sardinian","sardinian-008"
102098,100453,"sardinian","sardinian-009"
100453,98110,"sardinian","sardinian-009"
98110,95947,"sardinian","sardinian-009"
102488,100453,"sardinian","sardinian-009"
100453,97165,"sardinian","sardinian-009"
8886,6686,"sardinian","sardinian-010"
6686,4427,"sardinian","sardinian-010"
4427,3179,"sardinian","sardinian-010"
3179,746,"sardinian","sardinian-010"
26727,26311,"sardinian","sardinian-011"
26311,25930,"sardinian","sardinian-011"
67301,65378,"siberian","siberian-Elk"
65378,62956,"siberian","siberian-Elk"
62956,59774,"siberian","siberian-Elk"
59774,58001,"siberian","siberian-Elk"
58001,53910,"siberian","siberian-Elk"
53910,54061,"siberian","siberian-Elk"
54061,59774,"siberian","siberian-Elk"
26241,26268,"siberian","siberian-Kic"
26268,26727,"siberian","siberian-Kic"
26727,26311,"siberian","siberian-Kic"
26311,25930,"siberian","siberian-Kic"
17499,17489,"siberian","siberian-DNe"
17489,17531,"siberian","siberian-DNe"
17531,17579,"siberian","siberian-DNe"
17579,17664,"siberian","siberian-DNe"
17664,17851,"siberian","siberian-DNe"
17851,17847,"siberian","siberian-DNe"
17847,17608,"siberian","siberian-DNe"
17608,17499,"siberian","siberian-DNe"
61084,60718,"tongan","tongan-001"
62434,59747,"tongan","tongan-001"
36850,37826,"tongan","tongan-002"
26727,26311,"tongan","tongan-003"
26311,25930,"tongan","tongan-003"
21421,20885,"tongan","tongan-004"
20885,20205,"tongan","tongan-004"
20205,20455,"tongan","tongan-004"
20455,20889,"tongan","tongan-004"
42913,45556,"tongan","tongan-005"
41037,45941,"tongan","tongan-005"
71683,68702,"tongan","tongan-006"
25281,25930,"tongan","tongan-007"
25930,26311,"tongan","tongan-007"
26311,26727,"tongan","tongan-007"
26727,26549,"tongan","tongan-007"
26549,26263,"tongan","tongan-007"
26263,26237,"tongan","tongan-007"
26237,26258,"tongan","tongan-007"
26258,26241,"tongan","tongan-007"
26311,45496,"tongan","tongan-008"
45496,60781,"tongan","tongan-008"
60742,64394,"tongan","tongan-009"
64394,64241,"tongan","tongan-009"
78493,78159,"tongan","tongan-010"
78159,77512,"tongan","tongan-010"
77512,76952,"tongan","tongan-010"
76952,76267,"tongan","tongan-010"
76267,75695,"tongan","tongan-010"
75695,76127,"tongan","tongan-010"
8886,6686,"tongan","tongan-011"
6686,4427,"tongan","tongan-011"
4427,3179,"tongan","tongan-011"
3179,746,"tongan","tongan-011"
78820,78401,"tukano","tukano-001"
78401,78265,"tukano","tukano-001"
78401,80112,"tukano","tukano-001"
80112,80763,"tukano","tukano-001"
80763,81266,"tukano","tukano-001"
81266,82396,"tukano","tukano-001"
82396,82514,"tukano","tukano-001"
82514,82729,"tukano","tukano-001"
82729,84143,"tukano","tukano-001"
84143,86228,"tukano","tukano-001"
86228,87073,"tukano","tukano-001"
87073,86670,"tukano","tukano-001"
86670,86170,"tukano","tukano-001"
86170,85696,"tukano","tukano-001"
85696,85927,"tukano","tukano-001"
85927,87261,"tukano","tukano-001"
87261,87073,"tukano","tukano-001"
87073,89642,"tukano","tukano-001"
89642,90185,"tukano","tukano-001"
90185,89931,"tukano","tukano-001"
89931,89678,"tukano","tukano-001"
89678,90496,"tukano","tukano-001"
90496,92041,"tukano","tukano-001"
92041,92855,"tukano","tukano-001"
92855,93864,"tukano","tukano-001"
93864,93506,"tukano","tukano-001"
93506,91918,"tukano","tukano-001"
91918,90968,"tukano","tukano-001"
90968,90887,"tukano","tukano-001"
90887,90982,"tukano","tukano-001"
90982,91494,"tukano","tukano-001"
91494,92382,"tukano","tukano-001"
92382,92953,"tukano","tukano-001"
92953,93542,"tukano","tukano-001"
93542,94005,"tukano","tukano-001"
94005,94160,"tukano","tukano-001"
94160,94114,"tukano","tukano-001"
94114,93825,"tukano","tukano-001"
93825,93174,"tukano","tukano-001"
93174,92989,"tukano","tukano-001"
92989,91875,"tukano","tukano-001"
91875,91989,"tukano","tukano-001"
91989,92226,"tukano","tukano-001"
102532,102281,"tukano","tukano-002"
102281,101769,"tukano","tukano-002"
101769,101958,"tukano","tukano-002"
101958,102532,"tukano","tukano-002"
101769,101882,"tukano","tukano-002"
101769,101589,"tukano","tukano-002"
101589,101483,"tukano","tukano-002"
101483,101421,"tukano","tukano-002"
101421,101800,"tukano","tukano-002"
101421,101916,"tukano","tukano-002"
98036,97649,"tukano","tukano-002"
97649,97278,"tukano","tukano-002"
115438,115669,"tukano","tukano-003"
115669,116118,"tukano","tukano-003"
116118,116247,"tukano","tukano-003"
116247,116901,"tukano","tukano-003"
116901,117089,"tukano","tukano-003"
117089,117218,"tukano","tukano-003"
117218,117629,"tukano","tukano-003"
117629,301,"tukano","tukano-003"
301,696,"tukano","tukano-003"
696,983,"tukano","tukano-003"
983,1170,"tukano","tukano-003"
1170,1402,"tukano","tukano-003"
1402,1728,"tukano","tukano-003"
116901,116957,"tukano","tukano-003"
116957,116971,"tukano","tukano-003"
116971,116758,"tukano","tukano-003"
116758,116368,"tukano","tukano-003"
116758,116591,"tukano","tukano-003"
114724,114939,"tukano","tukano-004"
114939,114855,"tukano","tukano-004"
114855,115033,"tukano","tukano-004"
115033,115115,"tukano","tukano-004"
115033,114939,"tukano","tukano-004"
17772,18453,"tukano","tukano-005"
18453,19167,"tukano","tukano-005"
19167,20070,"tukano","tukano-005"
20070,19812,"tukano","tukano-005"
19812,19343,"tukano","tukano-005"
19343,18396,"tukano","tukano-005"
18396,17358,"tukano","tukano-005"
17358,16826,"tukano","tukano-005"
16826,16244,"tukano","tukano-005"
16244,15863,"tukano","tukano-005"
15863,15444,"tukano","tukano-005"
15444,15219,"tukano","tukano-005"
15219,15979,"tukano","tukano-005"
15979,16599,"tukano","tukano-005"
16599,16292,"tukano","tukano-005"
16292,16602,"tukano","tukano-005"
16602,16281,"tukano","tukano-005"
16281,16228,"tukano","tukano-005"
16292,14328,"tukano","tukano-005"
14328,12692,"tukano","tukano-005"
12692,11279,"tukano","tukano-005"
11279,10729,"tukano","tukano-005"
10729,9990,"tukano","tukano-005"
9990,8886,"tukano","tukano-005"
8886,8626,"tukano","tukano-005"
8626,7965,"tukano","tukano-005"
7965,6692,"tukano","tukano-005"
8886,6686,"tukano","tukano-005"
6686,4422,"tukano","tukano-005"
4422,4427,"tukano","tukano-005"
4427,4962,"tukano","tukano-005"
4962,5021,"tukano","tukano-005"
5021,4475,"tukano","tukano-005"
4475,4151,"tukano","tukano-005"
4151,4427,"tukano","tukano-005"
4427,2876,"tukano","tukano-005"
2876,746,"tukano","tukano-005"
746,518,"tukano","tukano-005"
746,117863,"tukano","tukano-005"
746,117301,"tukano","tukano-005"
746,43,"tukano","tukano-005"
746,3179,"tukano","tukano-005"
3179,2611,"tukano","tukano-005"
2611,2505,"tukano","tukano-005"
2505,2920,"tukano","tukano-005"
2920,3544,"tukano","tukano-005"
3544,3179,"tukano","tukano-005"
3179,3821,"tukano","tukano-005"
3821,4422,"tukano","tukano-005"
3821,5251,"tukano","tukano-005"
5251,6371,"tukano","tukano-005"
6371,7607,"tukano","tukano-005"
7607,10814,"tukano","tukano-005"
10814,13339,"tukano","tukano-005"
13339,13965,"tukano","tukano-005"
13965,14544,"tukano","tukano-005"
14544,16335,"tukano","tukano-005"
16335,17358,"tukano","tukano-005"
17847,17702,"tukano","tukano-006"
17702,17608,"tukano","tukano-006"
17608,17499,"tukano","tukano-006"
17499,17489,"tukano","tukano-006"
17489,17531,"tukano","tukano-006"
17531,17579,"tukano","tukano-006"
17579,17573,"tukano","tukano-006"
17573,17702,"tukano","tukano-006"
21421,20885,"tukano","tukano-007"
20885,20205,"tukano","tukano-007"
20205,20455,"tukano","tukano-007"
20455,20889,"tukano","tukano-007"
25930,26311,"tukano","tukano-008"
26311,26727,"tukano","tukano-008"
26727,26885,"tukano","tukano-008"
26885,27989,"tukano","tukano-008"
27989,25336,"tukano","tukano-008"
25336,26594,"tukano","tukano-008"
26594,26885,"tukano","tukano-008"
61418,62356,"tukano","tukano-009"
62356,61724,"tukano","tukano-009"
61724,62886,"tukano","tukano-009"
62886,63948,"tukano","tukano-009"
61724,60957,"tukano","tukano-009"
60957,60202,"tukano","tukano-009"
60957,61420,"tukano","tukano-009"
61420,61724,"tukano","tukano-009"
61724,61719,"tukano","tukano-009"
61719,62886,"tukano","tukano-009"
61719,61295,"tukano","tukano-009"
61295,61071,"tukano","tukano-009"
61071,60941,"tukano","tukano-009"
60941,61420,"tukano","tukano-009"
60941,60351,"tukano","tukano-009"
60351,60170,"tukano","tukano-009"
60351,60514,"tukano","tukano-009"
60351,60066,"tukano","tukano-009"
61071,60904,"tukano","tukano-009"
60904,60746,"tukano","tukano-009"
60746,60697,"tukano","tukano-009"
60697,60742,"tukano","tukano-009"
60718,62434,"tukano","tukano-010"
62434,61084,"tukano","tukano-010"
61084,59747,"tukano","tukano-010"
59747,60718,"tukano","tukano-010"
54061,53910,"tukano","tukano-011"
53910,58001,"tukano","tukano-011"
58001,59774,"tukano","tukano-011"
59774,62956,"tukano","tukano-011"
62956,65378,"tukano","tukano-011"
65378,67301,"tukano","tukano-011"
78820,78401,"tupi","tupi-001"
78933,78401,"tupi","tupi-001"
78401,78265,"tupi","tupi-001"
78265,78104,"tupi","tupi-001"
78104,77634,"tupi","tupi-001"
77634,76297,"tupi","tupi-001"
76297,74395,"tupi","tupi-001"
74395,74824,"tupi","tupi-001"
74824,70264,"tupi","tupi-001"
70264,62268,"tupi","tupi-001"
62268,60718,"tupi","tupi-001"
60718,61585,"tupi","tupi-001"
61585,62322,"tupi","tupi-001"
62322,64094,"tupi","tupi-001"
64094,65387,"tupi","tupi-001"
65387,72131,"tupi","tupi-001"
72131,77952,"tupi","tupi-001"
77952,79664,"tupi","tupi-001"
79664,82363,"tupi","tupi-001"
82363,83081,"tupi","tupi-001"
83081,83153,"tupi","tupi-001"
83153,85792,"tupi","tupi-001"
85792,89096,"tupi","tupi-001"
89096,88726,"tupi","tupi-001"
89096,87936,"tupi","tupi-001"
89096,87846,"tupi","tupi-001"
83153,83057,"tupi","tupi-001"
83057,82729,"tupi","tupi-001"
82729,82514,"tupi","tupi-001"
82514,82396,"tupi","tupi-001"
82396,81266,"tupi","tupi-001"
81266,80763,"tupi","tupi-001"
80763,80112,"tupi","tupi-001"
80112,78401,"tupi","tupi-001"
82729,84143,"tupi","tupi-001"
84143,86228,"tupi","tupi-001"
86228,87073,"tupi","tupi-001"
87073,86670,"tupi","tupi-001"
87073,85927,"tupi","tupi-001"
79374,78933,"tupi","tupi-001"
87261,87073,"tupi","tupi-001"
87073,86698,"tupi","tupi-001"
86670,85927,"tupi","tupi-001"
25336,25930,"tupi","tupi-002"
25930,26311,"tupi","tupi-002"
26311,26727,"tupi","tupi-002"
26727,27366,"tupi","tupi-002"
25336,27989,"tupi","tupi-002"
21421,25336,"tupi","tupi-002"
21421,20894,"tupi","tupi-002"
21421,20889,"tupi","tupi-002"
20889,20455,"tupi","tupi-002"
20455,20205,"tupi","tupi-002"
20205,20894,"tupi","tupi-002"
20455,17847,"tupi","tupi-002"
22449,22509,"tupi","tupi-002"
22509,22845,"tupi","tupi-002"
22449,22549,"tupi","tupi-002"
22797,22549,"tupi","tupi-002"
24010,23607,"tupi","tupi-002"
24010,24197,"tupi","tupi-002"
22845,23607,"tupi","tupi-002"
24436,23875,"tupi","tupi-002"
23607,22845,"tupi","tupi-002"
22797,23875,"tupi","tupi-002"
